A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,08:00:00,REGULAR,0005301433,0001792334
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,12:00:00,REGULAR,0005301625,0001792619
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,16:00:00,REGULAR,0005301942,0001792707
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,20:00:00,REGULAR,0005302860,0001792772
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,00:00:00,REGULAR,0005303103,0001792803
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,04:00:00,REGULAR,0005303120,0001792807
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,08:00:00,REGULAR,0005303180,0001792898
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,12:00:00,REGULAR,0005303367,0001793222
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,16:00:00,REGULAR,0005303712,0001793299
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,20:00:00,REGULAR,0005304608,0001793375
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,00:00:00,REGULAR,0005304854,0001793403
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,04:00:00,REGULAR,0005304874,0001793404
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,08:00:00,REGULAR,0005304926,0001793515
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,12:00:00,REGULAR,0005305111,0001793813
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,16:00:00,REGULAR,0005305472,0001793883
A002,R051,02-00-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,20:00:00,REGULAR,0005306421,0001793954
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,00:00:00,REGULAR,0004891883,0001068241
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,04:00:00,REGULAR,0004891913,0001068246
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,08:00:00,REGULAR,0004891925,0001068261
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,12:00:00,REGULAR,0004892051,0001068313
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,16:00:00,REGULAR,0004892287,0001068348
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,20:00:00,REGULAR,0004892597,0001068392
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,00:00:00,REGULAR,0004892735,0001068407
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,04:00:00,REGULAR,0004892750,0001068409
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,08:00:00,REGULAR,0004892764,0001068419
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,12:00:00,REGULAR,0004892875,0001068445
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,16:00:00,REGULAR,0004893061,0001068470
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,20:00:00,REGULAR,0004893281,0001068484
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,00:00:00,REGULAR,0004893397,0001068506
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,04:00:00,REGULAR,0004893415,0001068509
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,08:00:00,REGULAR,0004893430,0001068517
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,12:00:00,REGULAR,0004893533,0001068561
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,16:00:00,REGULAR,0004893747,0001068607
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,20:00:00,REGULAR,0004893978,0001068642
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,00:00:00,REGULAR,0004894075,0001068660
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,04:00:00,REGULAR,0004894085,0001068663
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,08:00:00,REGULAR,0004894131,0001068703
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,12:00:00,REGULAR,0004894298,0001068874
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,16:00:00,REGULAR,0004894528,0001068914
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/08/2015,20:00:00,REGULAR,0004895247,0001068974
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,00:00:00,REGULAR,0004895399,0001068996
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,04:00:00,REGULAR,0004895413,0001068998
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,08:00:00,REGULAR,0004895456,0001069039
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,12:00:00,REGULAR,0004895634,0001069181
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,16:00:00,REGULAR,0004895896,0001069240
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/09/2015,20:00:00,REGULAR,0004896660,0001069300
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,00:00:00,REGULAR,0004896838,0001069320
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,04:00:00,REGULAR,0004896845,0001069320
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,08:00:00,REGULAR,0004896885,0001069371
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,12:00:00,REGULAR,0004897097,0001069503
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,16:00:00,REGULAR,0004897379,0001069542
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/10/2015,20:00:00,REGULAR,0004898103,0001069600
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,00:00:00,REGULAR,0004898281,0001069634
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,04:00:00,REGULAR,0004898299,0001069636
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,08:00:00,REGULAR,0004898333,0001069679
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,12:00:00,REGULAR,0004898522,0001069827
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,16:00:00,REGULAR,0004898829,0001069874
A002,R051,02-00-01,LEXINGTON AVE,NQR456,BMT,09/11/2015,20:00:00,REGULAR,0004899634,0001069926
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,00:00:00,REGULAR,0000559356,0002102378
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,04:00:00,REGULAR,0000559367,0002102401
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,08:00:00,REGULAR,0000559379,0002102468
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,12:00:00,REGULAR,0000559459,0002102762
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,16:00:00,REGULAR,0000559611,0002103067
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/05/2015,20:00:00,REGULAR,0000559841,0002103369
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,00:00:00,REGULAR,0000559928,0002103511
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,04:00:00,REGULAR,0000559940,0002103549
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,08:00:00,REGULAR,0000559943,0002103591
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,12:00:00,REGULAR,0000560017,0002103795
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,16:00:00,REGULAR,0000560141,0002104056
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/06/2015,20:00:00,REGULAR,0000560238,0002104332
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,00:00:00,REGULAR,0000560334,0002104497
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,04:00:00,REGULAR,0000560338,0002104520
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,08:00:00,REGULAR,0000560342,0002104583
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,12:00:00,REGULAR,0000560410,0002104875
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,16:00:00,REGULAR,0000560519,0002105181
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/07/2015,20:00:00,REGULAR,0000560642,0002105466
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,00:00:00,REGULAR,0000560699,0002105591
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,04:00:00,REGULAR,0000560700,0002105606
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,08:00:00,REGULAR,0000560736,0002105881
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,12:00:00,REGULAR,0000560806,0002106648
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,16:00:00,REGULAR,0000560905,0002107013
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/08/2015,20:00:00,REGULAR,0000561219,0002107628
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,00:00:00,REGULAR,0000561298,0002107804
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,04:00:00,REGULAR,0000561302,0002107813
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,08:00:00,REGULAR,0000561321,0002108097
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,12:00:00,REGULAR,0000561399,0002109032
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,16:00:00,REGULAR,0000561525,0002109437
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/09/2015,20:00:00,REGULAR,0000561827,0002110114
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,00:00:00,REGULAR,0000561918,0002110299
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,04:00:00,REGULAR,0000561923,0002110310
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,08:00:00,REGULAR,0000561940,0002110586
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,12:00:00,REGULAR,0000562005,0002111469
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,16:00:00,REGULAR,0000562130,0002111894
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/10/2015,20:00:00,REGULAR,0000562419,0002112596
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,00:00:00,REGULAR,0000562506,0002112810
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,04:00:00,REGULAR,0000562515,0002112825
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,08:00:00,REGULAR,0000562539,0002113102
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,12:00:00,REGULAR,0000562599,0002113977
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,16:00:00,REGULAR,0000562717,0002114423
A002,R051,02-03-00,LEXINGTON AVE,NQR456,BMT,09/11/2015,20:00:00,REGULAR,0000563050,0002115066
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,00:00:00,REGULAR,0004854092,0007640354
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,04:00:00,REGULAR,0004854137,0007640397
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,08:00:00,REGULAR,0004854171,0007640483
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,12:00:00,REGULAR,0004854386,0007640796
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,16:00:00,REGULAR,0004854621,0007641144
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/05/2015,20:00:00,REGULAR,0004854833,0007641555
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,00:00:00,REGULAR,0004855071,0007641756
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,04:00:00,REGULAR,0004855120,0007641791
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,08:00:00,REGULAR,0004855147,0007641838
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,12:00:00,REGULAR,0004855359,0007642063
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,16:00:00,REGULAR,0004855548,0007642383
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/06/2015,20:00:00,REGULAR,0004855894,0007642743
A002,R051,02-03-01,LEXINGTON AVE,NQR456,BMT,09/07/2015,00:00:00,REGULAR,0004856096,0007642935
